text,label
 oh well thats funny doesnt seem worked wonder,neutral
 want make call right could contact computer call phone speak,happy
 congratulation thats awesome,happy
 okay fish something none fish,happy
 know mean know like say presentation like eighty percent,happy
 driver license passport like everybody else,happy
 yes quite lot,neutral
 thats good idea,happy
 well want youre old enough know mind,happy
 good ring better good ring,happy
 laughter hello,neutral
 straight,neutral
 give,neutral
 oh really whole team,sad
 cant get job refuse resume,neutral
 definitely keep eye bag try find know fill form missing item,happy
 funny dear youd better brandy,neutral
 laughter,neutral
 dont care see long dont care see,sad
 go,neutral
 well mean want youre grown know whats going mind,happy
 like there there shuttle something get hotel,happy
 know could get really good debate going know intemperate tot,happy
 youre going fill form desk,happy
 well justi paid much money ticket feel like guy able getto offer fifty dollar voucher,happy
 father point view he dead right take girl,happy
 rent something like mean help little bit help know stick,happy
 ah,neutral
 know really pretty girlfriend like year,happy
 yeah stressful recognize,happy
 supervisor,neutral
 long guy going,happy
 shes larrys girl,neutral
 im like sponge im like soaked information like three year im dying job like put,happy
 excited,happy
 mm hmm well build bunker never come,neutral
 oh insufferable stop,sad
 yeah yeah yeah gon na work im gon na able pay im gon na go mean ill little debt end dont care,happy
 yeah like away game stuff,happy
 youre going put back account,happy
 isnt business dad tell dad throw fit mean talent ignoring thing,happy
 breathing,happy
 really hard imagine like youre going continue live person going stopped,happy
 ah horrible thing hated,neutral
 let drive someplace want alone,neutral
 brought bottle champagne,neutral
 oh quiet,sad
 let go tomorrow,neutral
 ive enough want talk tono unacceptable want supervisor done,neutral
 shes larrys girl,neutral
 im gon na forget,happy
 pas little fish swim beach flop around swim away die,happy
 laughter god kissed annie kissed annie long long ive waiting kiss,neutral
 yes um charge need send something get processed immediately new card still go address right,happy
 actually know there there really cool restaurant um dont know red lobster like,happy
 well mean got make sure dad going,happy
 oh big night guy uh life last orgy,sad
 plenty aggressive searching going someone taken,happy
 breathing,happy
 mean didnt know didnt know um feel like,happy
 particular one,neutral
 long row last,neutral
 really hard feel like starting get like personal prejudice know mean like like suddenly start feel like say theyre taking application theyre hiring people particularly particular reason hating know,happy
 suppose let kiss good deal hmm,happy
 im straight maam nothing need stand line two,happy
 nothing like,happy
 yes suppose going,happy
 oh thank dear go except much see looking another woman ill kill,sad
 everyday since,neutral
 even still shell shell,neutral
 particular one,neutral
 wow excited,happy
 tomorrow tomorrow tomorrow,neutral
 give kiss,neutral
 usc graduate youre set,happy
 funny dear youd better brandy,neutral
 right give fifty dollar im really sorry,happy
 thought pregnant,neutral
 know im excited,happy
 father point isnt dead right take girl,happy
 father point view isnt dead youve right take girl,happy
 thought pregnant got bottle champagne glass took shoe asked dance,neutral
 idea make money mean make quick money something anything thats relatively within know law,happy
 get good little debate going dont think intemperate tot,happy
 shes larrys girl,neutral
 know fact still still cooking like good youre thinking youre reconsidering,happy
 suppose let kiss great deal,neutral
 see much peter burden divorce,neutral
 yes know threw window grand canal dont think ill ever forgive,neutral
 oh god cant even tell much relief literally call talk five different people like last week went spent hour half phone different people ive like every every week month,sad
 wow never happened ive lost,neutral
 right go ahead,happy
 two half week,neutral
 oh theyre like really old really old one,happy
 come darling kiss,neutral
 make presentable go kind interview,neutral
 like youre,happy
 youve got tell,neutral
 might orange,neutral
 oh yeah mom freaking oh yeah shes happy know dream come true always wanted little boy want kid know,happy
 went intermittently day,neutral
 like swallow returning capistrano lemming throwing cliff like there mystery magic,happy
 yeah,happy
 uhh thank darling go except ever see much look another woman ill kill,neutral
 point,neutral
 sure oh yes,sad
 right ill go ahead,happy
 chris mother,neutral
 ill never forgive wait long time ive wondering fool thinking,happy
 cant deal emotionally,sad
 oh elliott worm dont pop,sad
 let see uh took shower um watching news said grunions running tonight said okay great let go,happy
 teammate like im sure dont know yet kind people play softball,happy
 know youre desk right stupid corporate building youre going send check sixteen dollar forty two cent,happy
 one bought little painted wooded snake put bed,neutral
 fucked,neutral
 youre quite insufferable expect drunk,happy
 oh interesting might get splendid debate going intemperate tot,happy
 absolutely actually go package hotel give address well come pick time allows get flight plenty time spare,happy
 im excited thats great im,happy
 right,happy
 think,neutral
 sure yeah right plenty aggressive searching going aggressive searching drinking coffee smoking cigarette,happy
 didnt let know,happy
 one bought little painted wooden snake piazza put bed,neutral
 youll never forget,happy
 know,happy
 good well one soon youre going go school couple month,happy
 im going ask marry,happy
 without drivewherewhere identification without driver license mean needyou needed something,happy
 remember first time came see four year ago right got married,happy
 itll get better know doesnt help get better remember good thing guy memory happy youll grateful,happy
 yeah ishow long guy together,happy
 mind business,neutral
 big night guy life last orgy yeah,happy
 long row last,neutral
 wont able hear voice,neutral
 wait write know send picture,happy
 youre okay,happy
 father point view he dead right take girl,happy
 mother close,neutral
 good ring make difference,happy
 okay sir,happy
 well youre want make sure father isnt know going tolose,happy
 thats got though freshman year,happy
 yeah,happy
 big night little guy like life last orgy,happy
 took shoe danced barefoot sand moon,neutral
 mind business,neutral
 well arethere shop airport,neutral
 right,happy
